,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
27946,159,1,132.05708224825702,9,28,4,3,1,3,0,0
27947,46,0,63.972828488278054,2,18,4,3,1,0,0,0
27948,116,0,96.26195710230742,7,1,4,1,1,0,0,0
27949,156,0,112.0,7,15,3,1,0,0,0,0
27950,51,0,78.21105471563583,2,28,4,0,1,0,3,0
27951,51,0,48.17228732526587,3,2,4,3,0,0,3,0
27952,16,0,89.0,6,23,4,1,0,0,3,0
27953,10,0,116.0411602537243,6,26,4,0,2,0,0,0
27954,291,0,115.0,8,19,3,2,0,0,1,0
27955,37,0,87.87074494392444,10,13,3,3,2,0,0,0
27956,1,0,75.0,8,10,3,0,1,0,1,0
27957,206,0,102.85,10,6,4,5,2,0,0,0
27958,109,0,217.5028525473384,10,7,3,3,0,4,0,0
27959,14,0,132.29368873668642,3,4,4,7,2,0,0,0
27960,27,0,94.1432018607519,4,19,2,1,0,0,0,0
27961,249,0,118.50363478063854,6,25,4,2,0,0,0,0
27962,93,0,119.53796970339381,7,21,4,1,0,0,0,0
27963,160,1,138.74773873503733,8,21,4,2,1,3,0,0
27964,93,0,103.5,6,28,4,2,0,0,3,0
27965,17,0,94.03157386848042,4,12,3,2,1,0,0,0
27966,1,0,170.85195955813737,9,21,2,1,0,0,0,0
27967,164,0,105.3,7,29,4,1,0,0,0,0
27968,17,0,98.17075987520704,4,13,4,0,1,0,3,0
27969,45,0,71.03006744196071,3,11,4,2,0,0,3,0
27970,163,2,105.3,8,4,4,1,0,0,0,0
27971,22,0,158.47716396449593,5,1,4,2,0,3,0,0
27972,150,0,101.71365034856103,6,7,4,3,2,0,0,0
27973,76,0,99.40754946926198,3,25,4,3,1,3,0,0
27974,299,0,74.58051820097641,7,8,3,2,0,0,0,0
27975,205,0,116.04945708761525,8,15,4,1,0,0,2,0
27976,32,0,125.28124848198684,7,8,4,1,1,0,2,0
27977,236,0,115.61414466719737,9,28,4,2,0,0,0,0
27978,96,1,69.3053872883073,8,24,4,1,0,0,0,0
27979,178,0,94.51369869819486,8,22,4,2,0,0,0,0
27980,5,0,165.96733502697683,8,4,4,2,0,2,0,0
27981,10,0,79.0,2,11,4,1,1,0,3,0
27982,229,0,116.80792137266175,6,4,4,3,0,3,0,0
27983,250,0,74.07542767881223,10,29,4,1,2,0,1,0
27984,213,1,103.67410334411508,9,2,4,2,1,1,0,0
27985,196,0,162.0160109478333,7,24,4,4,1,5,0,0
27986,158,1,123.20342635370167,5,25,4,3,0,3,0,0
27987,24,0,158.66650191205628,9,18,4,3,0,0,0,0
27988,85,0,150.3,8,8,4,4,0,3,0,0
27989,76,0,103.06439088609753,8,18,3,0,1,0,0,0
27990,205,1,105.31424123242375,9,26,4,4,0,0,0,0
27991,48,0,150.72185439151298,6,2,4,2,1,3,0,0
27992,118,0,125.11851509053207,8,17,3,0,1,0,0,0
27993,153,0,115.20129577636344,6,4,4,0,2,0,0,0
27994,126,0,120.84092603068756,7,16,4,2,1,3,0,0
27995,31,0,114.6395967784942,4,18,4,0,1,0,3,0
27996,8,0,85.78464347309726,2,4,4,2,1,0,0,0
27997,10,0,119.60986873498554,10,11,4,1,0,0,0,0
27998,39,0,196.89509642046414,6,20,4,2,0,5,0,0
27999,210,0,90.91572383179333,8,19,4,1,0,0,0,0
28000,204,0,90.23136787029868,7,21,4,2,1,0,0,0
28001,246,0,109.39658242152771,6,6,3,2,1,0,0,0
28002,196,0,138.79957858269293,8,21,4,0,1,1,0,0
28003,79,0,73.00200793131663,2,27,4,4,1,0,1,0
28004,121,0,143.1,9,20,4,4,0,3,0,0
28005,43,0,69.19396335583146,2,4,4,2,0,0,0,0
28006,47,0,113.81211466479179,10,3,4,0,2,0,0,0
28007,157,1,163.57270023374036,8,3,4,2,1,1,0,0
28008,156,0,187.22860078000235,6,23,4,2,0,5,0,0
28009,85,0,93.24583058954761,7,17,4,2,1,0,2,0
28010,87,1,140.88143086655998,7,18,4,3,1,1,0,0
28011,91,1,132.0224701125626,10,20,4,3,0,3,0,0
28012,43,0,68.64016046752394,2,5,4,2,1,1,0,0
28013,104,1,91.49653288182574,11,3,4,2,1,0,0,0
28014,214,1,104.34130564715568,7,4,4,2,0,2,0,0
28015,221,0,83.06433399508494,8,11,3,1,0,0,0,0
28016,11,0,137.30349114189562,3,28,4,1,0,1,0,0
28017,11,1,152.18669057051815,8,17,4,1,0,0,0,0
28018,0,0,116.08105769989898,7,28,4,1,0,0,1,0
28019,64,1,74.64037101767542,4,9,4,3,1,0,0,0
28020,25,0,119.70219409465732,3,28,4,4,1,0,2,0
28021,18,1,91.61671014126462,2,14,4,3,1,0,0,0
28022,67,0,140.60790623737105,5,13,4,2,0,3,0,0
28023,51,0,132.41435060256072,6,6,4,2,1,0,0,0
28024,27,0,104.0,12,16,4,1,0,0,0,0
28025,67,0,116.1,5,11,4,2,0,0,3,0
28026,156,1,103.09281761527417,10,22,4,5,2,0,0,0
28027,88,0,114.50993706354436,6,4,4,2,0,0,0,0
28028,43,0,88.95564551249447,5,22,4,2,0,0,3,0
28029,191,1,93.19264340634855,7,8,4,3,0,1,0,0
28030,199,0,86.5,7,19,4,0,0,1,0,0
28031,175,1,123.1764216068671,7,24,4,1,2,0,0,0
28032,23,0,89.0,5,20,4,1,0,0,3,0
28033,135,0,90.0,9,14,3,2,0,0,0,0
28034,89,0,61.403317514873066,11,16,4,3,0,0,1,0
28035,35,0,118.8,4,21,4,2,1,3,0,0
28036,153,2,142.20648099264176,8,6,4,1,0,0,0,0
28037,33,0,82.69041930971851,5,18,3,1,2,0,0,0
28038,0,0,135.70529899746148,5,23,4,1,0,0,0,0
28039,100,1,94.00694660611364,6,5,4,3,0,0,0,0
28040,180,0,108.96774799856918,8,2,4,4,1,0,0,0
28041,38,0,46.89767016900081,5,8,4,2,1,0,2,0
28042,256,0,109.1072709042089,6,15,3,2,0,0,1,0
28043,187,0,90.93918835528045,8,26,4,2,2,0,0,0
28044,172,1,114.7006692107327,7,30,4,2,2,0,0,0
28045,187,0,75.76357837338955,9,9,3,2,1,0,0,0
28046,8,0,78.02591071536165,6,21,3,1,0,0,2,0
28047,187,0,81.38583032564479,6,2,3,2,0,0,0,0
28048,223,1,96.99191412786031,9,28,4,1,2,0,0,0
28049,111,0,132.6,6,1,4,3,0,3,0,0
28050,17,0,101.4123412138515,4,2,4,0,2,0,0,0
28051,134,1,137.79380193656363,9,28,4,3,0,3,0,0
28052,15,0,141.45573495149617,9,15,4,2,0,2,0,0
28053,228,0,90.95,8,27,4,4,1,0,0,0
28054,19,1,234.24215899788672,8,18,4,4,1,5,0,0
28055,40,1,163.15112358008997,10,19,4,3,0,1,0,0
28056,207,0,70.29196201764408,11,1,4,2,0,0,0,0
28057,1,0,68.6406186448932,8,14,2,1,1,0,0,0
28058,49,0,87.40492922833279,3,28,3,3,1,0,0,0
28059,18,0,102.10941046382754,3,29,4,2,1,1,0,0
28060,166,0,100.05192523440877,6,20,4,2,2,0,0,0
28061,101,0,79.86620693476218,10,16,4,2,0,0,1,0
28062,18,0,129.0,8,24,4,0,1,0,3,0
28063,266,1,67.5,12,14,4,1,0,0,3,0
28064,53,0,147.24210878612834,8,24,4,3,1,3,0,0
28065,283,0,122.10920214649403,9,8,3,2,0,1,0,0
28066,15,0,98.44893032240391,9,24,4,1,1,0,0,0
28067,8,0,155.754605792623,6,18,4,3,1,3,0,0
28068,168,0,99.45,8,1,4,3,1,0,0,0
28069,284,0,81.8457458851356,12,30,4,2,1,0,1,0
28070,168,1,126.43294300625107,7,16,4,4,1,2,0,0
28071,40,0,81.06557678955075,4,20,3,1,0,0,0,0
28072,65,0,116.1,5,12,4,2,0,0,3,0
28073,112,0,127.54186219160846,5,17,4,3,0,0,2,0
28074,130,0,133.3356370595045,7,26,4,4,1,3,0,0
28075,193,0,70.7466006214233,8,6,4,1,1,0,0,0
28076,85,0,94.10833150297756,8,13,4,2,0,0,1,0
28077,13,0,137.60265133780507,4,7,4,2,1,0,0,0
28078,5,0,131.1783534028355,9,3,2,4,0,0,0,0
28079,17,0,97.81005984906254,10,27,4,2,2,0,0,0
28080,61,0,78.60282468593824,3,4,4,2,1,0,0,0
28081,201,0,105.5898480336083,8,10,3,2,0,1,0,0
28082,320,0,114.23890951001256,7,17,3,2,0,0,1,0
28083,34,0,140.7516248663624,4,21,4,1,0,2,0,0
28084,34,1,109.0,10,28,4,1,0,0,3,0
28085,135,1,138.55686657158742,11,26,4,3,1,3,0,0
28086,174,0,93.7775753044574,9,6,4,2,2,0,0,0
28087,189,0,112.4874261714489,6,9,4,0,2,0,2,0
28088,308,1,78.3,11,23,4,3,0,0,0,0
28089,76,0,207.9,8,12,4,0,0,5,0,0
28090,129,0,118.8,9,8,4,1,0,0,0,0
28091,56,0,92.16440929243906,11,25,4,2,0,0,0,0
28092,35,0,137.49712432777253,8,1,4,2,1,1,0,0
28093,230,0,69.61655409733845,11,27,4,4,2,0,0,0
28094,29,0,134.7963618934781,8,14,4,2,0,0,0,0
28095,74,0,77.1883057337355,10,30,4,2,2,0,0,0
28096,52,0,96.7775019224923,3,6,4,1,1,2,0,0
28097,215,0,68.68430199686233,9,14,4,1,0,0,1,0
28098,62,0,79.9862182406571,3,3,4,2,1,0,0,0
28099,114,1,96.59427750841188,9,18,4,2,1,0,0,0
28100,28,0,103.6376396120653,8,27,4,2,0,0,0,0
28101,39,0,139.09244610640334,4,20,4,4,1,3,0,0
28102,2,0,220.89385266158274,4,18,4,1,0,3,0,0
28103,196,0,105.46327668865565,9,12,3,4,1,0,0,0
28104,39,0,75.3740725404593,2,20,4,2,1,0,0,0
28105,5,0,165.31671636918205,8,19,4,0,1,0,0,0
28106,101,0,77.69478012501907,3,19,4,1,0,0,1,0
28107,91,1,118.70769108089405,6,12,4,2,1,0,0,0
28108,9,0,147.80395082088233,5,12,4,5,3,3,0,0
28109,6,0,104.1532377499216,2,11,4,6,2,0,0,0
28110,104,0,94.79116360353999,5,4,4,2,0,0,0,0
28111,103,0,117.29310165094671,4,20,4,2,0,0,0,0
28112,119,0,90.3587019229886,4,15,4,2,0,0,0,0
28113,7,1,151.10805504520752,8,20,4,1,0,3,0,0
28114,15,0,133.28829652326937,4,6,4,4,0,3,0,0
28115,60,0,78.89149708838059,3,4,4,2,1,0,0,0
28116,195,0,106.03084444286765,8,3,4,2,0,0,0,0
28117,162,1,146.2622671609489,8,13,4,2,1,1,0,0
28118,184,0,186.12074849871968,7,16,4,4,0,3,0,0
28119,120,0,127.60643567568145,7,8,4,2,1,2,0,0
28120,110,0,150.3,8,20,4,2,0,3,0,0
28121,217,0,115.56149587621596,9,28,4,3,0,0,0,0
28122,38,0,190.19434825500124,4,6,4,1,0,5,0,0
28123,136,0,121.54504049160101,7,16,4,1,0,0,0,0
28124,180,0,138.04985353450513,8,21,4,1,0,2,0,0
28125,120,0,85.27508536052676,3,28,4,2,2,0,1,0
28126,19,0,112.58335599630404,4,11,4,3,0,0,3,0
28127,31,0,157.5,10,5,4,3,0,3,0,0
28128,180,0,111.58522104476047,7,1,4,4,1,0,0,0
28129,18,0,149.8330339756707,10,6,4,1,0,0,0,0
28130,275,0,61.694290082969836,5,9,3,2,1,0,0,0
28131,103,0,95.0,5,4,3,3,0,0,0,0
28132,127,1,85.47197019714628,11,26,4,2,0,2,0,0
28133,87,0,100.0,9,10,2,1,0,0,0,0
28134,113,0,132.6,5,25,4,4,0,3,0,0
28135,180,0,85.48749794357471,8,27,4,1,2,0,2,0
28136,151,1,76.5,7,8,4,1,0,0,0,0
28137,39,0,128.38601926060937,6,27,4,2,0,0,0,0
28138,263,0,95.42624156980877,7,3,4,2,1,0,0,0
28139,32,0,123.98520445723773,10,3,4,1,0,0,0,0
28140,55,0,138.2027123887545,4,11,4,1,0,3,0,0
28141,12,1,142.4635265828905,9,15,4,1,0,1,0,0
28142,122,1,76.5,7,13,4,1,1,0,0,0
28143,20,0,168.8696143956306,6,1,4,1,0,0,0,0
28144,26,0,147.19968994265352,9,2,4,1,1,0,0,0
28145,206,1,105.22142144479129,9,25,4,3,0,0,0,0
28146,283,1,110.87179791666372,10,23,4,1,2,3,0,0
28147,101,0,78.3,3,15,4,2,0,0,0,0
28148,193,0,108.9,9,2,4,1,0,0,0,0
28149,116,0,95.61439929688419,5,10,3,2,0,0,2,0
28150,191,1,115.272961137665,7,3,3,2,1,0,0,0
28151,213,0,80.75,8,8,4,2,1,0,3,0
28152,203,0,99.72333061948825,5,5,3,3,0,0,0,0
28153,121,0,113.3596579877994,5,21,4,3,1,2,0,0
28154,52,0,94.5,4,20,4,2,0,0,3,0
28155,166,0,96.3,7,27,4,1,1,0,0,0
28156,1,0,138.38110932600827,7,10,4,1,0,0,1,0
28157,276,0,90.19254227627569,11,7,4,4,1,0,1,0
28158,214,1,126.25796562608097,6,25,3,2,0,3,0,0
28159,54,0,123.42957504049691,8,28,4,5,2,3,0,0
28160,6,0,85.20032892421898,3,14,4,1,0,0,0,0
28161,166,0,96.3,8,26,4,2,1,0,0,0
28162,9,0,144.89703810520683,3,26,4,1,2,0,0,0
28163,83,0,104.79148217809924,4,26,4,2,1,1,0,0
28164,192,0,100.37720557738547,8,3,4,3,1,0,0,0
28165,32,0,84.16956169325246,3,2,4,3,0,0,0,0
28166,116,0,121.47317440602446,7,17,4,4,1,3,0,0
28167,44,0,209.4929882354984,3,25,4,2,1,5,0,0
28168,24,0,118.7985135999383,9,26,4,2,0,0,1,0
28169,55,0,194.43881263912553,10,6,4,0,1,3,0,0
28170,155,1,120.99993840441692,8,20,4,0,0,0,0,0
28171,10,0,143.4269822186451,4,12,4,3,0,3,0,0
28172,145,0,89.96328911817375,5,13,4,4,1,0,3,0
28173,60,0,76.70721668210604,3,11,4,2,1,0,0,0
28174,14,0,103.52499048625175,2,12,4,1,1,0,0,0
28175,161,0,101.60777103989064,7,30,4,2,1,0,0,0
28176,145,0,185.95910882416825,8,24,4,8,3,1,1,0
28177,32,0,202.2463780018266,9,23,3,1,0,4,0,0
28178,295,0,85.00212494153476,9,20,3,4,0,0,0,0
28179,33,0,141.40402231139936,3,24,4,2,0,1,0,0
28180,104,0,127.82628949865816,5,9,4,1,1,0,0,0
28181,35,0,99.0,9,26,4,0,1,0,3,0
28182,44,0,192.90556817757982,6,8,4,3,0,5,0,0
28183,98,0,79.20737897613047,3,12,3,1,0,0,0,0
28184,110,0,71.37934807067397,7,13,3,3,0,0,0,0
28185,16,1,79.0,2,16,4,4,0,0,3,0
28186,268,0,95.14213588328782,9,30,3,2,1,0,1,0
28187,56,0,99.9,6,20,4,2,0,0,0,0
28188,95,0,111.56593146376281,5,21,4,1,1,0,0,0
28189,107,1,117.33487260960268,3,19,4,1,2,2,0,0
28190,258,0,90.09788361860178,9,2,4,4,1,0,2,0
28191,177,0,81.46718307475174,7,25,4,4,0,0,3,0
28192,185,0,96.3,7,29,4,1,0,0,0,0
28193,159,1,129.38517003286714,9,15,4,3,1,0,0,0
28194,70,0,84.27758920538672,3,22,4,2,2,0,3,0
28195,109,0,94.58854389338585,7,24,3,1,2,0,1,0
28196,102,0,94.6922790032533,5,4,3,3,0,0,0,0
28197,58,0,115.26416274895678,5,20,4,2,1,0,2,0
28198,218,0,96.04331232821748,7,16,4,1,1,0,0,0
28199,22,0,147.3126603180718,6,3,4,2,0,1,0,0
28200,194,0,147.61333724681802,8,24,4,4,1,2,0,0
28201,159,0,103.84083123410352,5,12,4,2,1,0,0,0
28202,26,0,114.08832756680495,4,14,4,2,0,0,2,0
28203,19,0,156.74873518664918,4,14,4,1,1,3,0,0
28204,73,1,149.88812001428016,9,19,4,2,0,3,0,0
28205,9,0,109.94760250160772,8,30,0,1,0,2,0,0
28206,107,0,73.72437064107066,8,12,3,3,0,0,0,0
28207,40,0,116.1,5,8,4,3,0,0,3,0
28208,68,0,134.70328956963044,5,7,4,4,2,0,0,0
28209,32,1,131.38788227816426,7,25,4,1,1,0,0,0
28210,185,0,122.98814003885242,10,3,4,1,0,3,0,0
28211,9,1,76.76810637359473,11,27,4,2,1,0,3,0
28212,152,0,111.18954388673869,7,11,3,3,1,0,0,0
28213,11,0,113.00784653759675,4,29,4,1,1,3,0,0
28214,59,0,67.23003278165457,3,8,4,2,0,0,2,0
28215,153,1,122.58412578169566,7,8,4,4,1,0,0,0
28216,174,0,131.5859200940105,8,15,4,6,2,1,0,0
28217,30,0,133.39296133045593,7,8,4,1,0,0,0,0
28218,43,0,107.03445735396238,3,2,3,1,1,0,2,0
28219,204,1,94.45489999383061,8,17,4,5,2,0,0,0
28220,25,1,169.20362845404577,8,27,4,3,1,5,0,0
28221,6,0,128.73614034849237,4,11,4,1,0,0,2,0
28222,120,0,121.55950666179069,6,14,4,2,0,0,0,0
28223,234,0,105.97812085434617,10,26,4,3,0,0,0,0
28224,105,0,122.107745986947,8,24,4,2,0,1,0,0
28225,15,1,154.56322391603922,8,18,4,3,1,0,0,0
28226,23,1,90.2261412429616,11,17,4,2,0,0,3,0
28227,58,0,132.3,10,10,4,3,1,3,0,0
28228,296,0,90.95,10,22,4,2,2,0,0,0
28229,14,0,42.17099976619622,5,25,3,1,1,0,0,0
28230,257,1,102.58562796844672,10,7,3,3,1,1,0,0
28231,92,0,150.3,8,22,4,0,1,3,0,0
28232,121,0,78.81237515977193,11,14,4,2,1,0,3,0
28233,55,0,167.37800630082435,7,19,4,3,0,3,0,0
28234,183,0,98.65193894332884,9,10,4,2,0,0,1,0
28235,120,0,99.45,5,7,4,3,1,0,0,0
28236,64,0,65.66,2,23,4,2,2,1,0,0
28237,33,0,215.9058092441635,9,5,4,2,0,5,0,0
28238,48,0,48.243626363849486,2,9,4,1,0,0,3,0
28239,35,0,71.55493680374721,2,13,4,1,1,0,2,0
28240,18,0,109.62281129008976,3,17,4,1,0,0,0,0
28241,265,1,117.02151301404463,9,29,4,2,1,2,0,0
28242,165,0,114.3,7,7,4,0,2,0,0,0
28243,24,1,119.0,10,18,4,2,0,0,3,0
28244,229,0,113.54572607717093,8,5,4,4,0,1,0,0
28245,212,0,127.1583403901431,9,28,3,3,1,3,0,0
28246,122,1,104.45494268984368,3,28,3,1,1,0,0,0
28247,194,1,121.5,8,12,4,1,0,0,0,0
28248,103,0,75.3823008772524,4,4,4,1,0,0,0,0
28249,27,0,99.0,4,12,4,2,0,0,3,0
28250,265,0,114.37675725832713,6,24,4,2,0,0,1,0
28251,115,0,58.5739135849748,3,27,3,3,1,0,0,0
28252,175,0,70.0,10,11,3,1,0,0,0,0
28253,194,0,121.5,8,11,4,1,0,0,0,0
28254,133,0,120.29605665304852,6,7,4,4,0,1,0,0
28255,27,0,149.4,5,14,4,3,1,1,0,0
28256,60,0,107.4686701673687,7,2,4,2,1,0,0,0
28257,140,0,69.60041487786572,7,11,3,5,2,0,0,0
28258,37,0,135.9,6,8,4,1,0,0,0,0
28259,102,0,78.57027165327729,4,4,4,1,0,0,0,0
28260,71,0,107.84616245492984,5,26,4,2,2,0,0,0
28261,6,0,79.0,3,25,4,1,0,0,3,0
28262,181,0,120.0,10,11,3,1,0,0,0,0
28263,69,1,78.99313617707931,9,24,4,2,0,0,2,0
28264,14,0,164.07531065514567,8,26,4,2,0,2,0,0
28265,97,0,169.30411959732427,6,16,4,2,0,3,0,0
28266,11,0,118.5060359352319,8,5,3,2,1,0,2,0
28267,168,1,167.45475503249958,7,4,4,3,0,5,0,0
28268,117,0,109.66490829679246,6,19,4,2,1,0,0,0
28269,68,1,87.7759237295337,9,7,4,1,0,0,2,0
28270,168,0,91.31144862901269,9,25,4,3,0,0,0,0
28271,96,0,73.95,3,16,4,3,0,0,0,0
28272,32,0,168.3,7,14,4,1,0,3,0,0
28273,50,0,242.55514278939634,7,17,4,2,1,3,0,0
28274,209,0,92.10350848748972,8,16,4,4,0,0,0,0
28275,25,0,109.55814302846834,4,11,4,2,0,0,0,0
28276,272,0,107.42210378668757,9,28,3,2,1,3,0,0
28277,30,0,78.983258941788,1,15,4,1,0,0,0,0
28278,41,0,80.94340137245898,3,5,4,2,2,0,0,0
28279,80,0,85.5,4,10,4,0,1,0,3,0
28280,101,0,95.13328290181035,5,25,3,3,1,0,0,0
28281,16,0,114.09098881243374,6,23,4,1,0,0,2,0
28282,111,0,235.78883398601022,8,6,4,2,1,4,0,0
28283,69,1,78.06495974416566,8,23,4,3,1,0,1,0
28284,265,1,78.15824566860145,11,20,4,2,2,0,0,0
28285,58,0,135.37093064037492,6,3,4,1,1,1,0,0
28286,20,0,129.0,7,4,4,2,0,0,2,0
28287,112,0,106.97178163982899,7,18,4,2,1,0,0,0
28288,302,0,100.41748046237409,9,15,3,2,1,0,0,0
28289,10,1,130.9539476461606,3,8,4,2,0,2,0,0
28290,34,0,89.77046732303158,2,23,3,2,0,0,0,0
28291,70,0,152.07745570871282,8,18,4,1,0,3,0,0
28292,154,1,115.52771002195014,8,9,4,3,0,0,0,0
28293,35,0,151.4928153385629,9,11,4,2,0,3,0,0
28294,161,1,140.1450464952024,8,20,3,2,1,2,0,0
28295,227,0,92.27230743620106,8,29,4,4,2,0,0,0
28296,178,1,106.54918901062389,9,28,4,2,1,0,0,0
28297,85,0,88.4433230663422,11,24,4,3,1,0,0,0
28298,42,0,67.5,2,12,4,2,0,0,3,0
28299,208,0,107.13776590376557,8,21,4,4,2,0,0,0
28300,26,1,138.09817969887237,6,26,4,1,1,0,0,0
28301,311,0,159.7720167913657,9,29,4,2,1,0,1,0
28302,8,0,232.30072728455139,10,5,4,4,0,6,0,0
28303,165,1,119.7,5,20,4,2,1,0,0,0
28304,123,1,138.18941191373804,7,14,4,1,1,2,0,0
28305,26,0,132.5103500170373,3,29,4,3,1,0,0,0
28306,206,1,99.24100549805385,8,27,4,4,1,0,0,0
28307,195,0,109.33237965003877,7,29,4,2,0,2,0,0
28308,239,1,186.39497031680872,8,15,4,1,1,5,0,0
28309,52,0,99.90269837513354,8,28,4,1,1,0,3,0
28310,191,0,94.67921485221746,7,22,3,2,0,0,1,0
28311,177,0,83.35628455640938,8,24,4,3,0,0,3,0
28312,5,0,94.00565210484119,10,2,1,2,0,2,0,0
28313,142,0,109.77527075785589,8,26,4,2,0,3,0,0
28314,76,0,86.69263003572672,11,23,4,1,0,0,0,0
28315,3,0,120.75239837705595,8,18,2,1,0,0,0,0
28316,33,0,64.6160892045286,6,19,2,1,0,0,0,0
28317,28,0,31.22212463930692,5,22,3,3,1,2,0,0
28318,18,0,90.04640955219924,3,21,4,0,1,0,1,0
28319,77,0,105.45909861621742,3,25,4,2,0,2,0,0
28320,156,1,202.00375187378103,9,14,4,3,1,3,0,0
28321,173,0,94.93268852717866,6,23,4,2,0,0,0,0
28322,8,0,101.0,4,5,4,1,0,0,0,0
28323,230,0,137.0,9,6,3,5,0,0,0,0
28324,39,0,67.5,2,13,4,1,2,0,3,0
28325,115,0,80.7468359478753,5,10,4,1,1,1,0,0
28326,63,0,142.79007704761634,5,8,4,1,0,0,0,0
28327,12,0,85.0,2,5,4,2,1,0,0,0
28328,71,0,139.99638525858103,5,1,4,1,2,3,0,0
28329,74,0,135.0,10,11,4,4,0,0,0,0
28330,228,1,70.13031835091981,10,26,4,2,0,0,0,0
28331,151,1,143.2834514342992,12,29,4,2,0,0,0,0
28332,117,0,95.70591984429467,6,25,4,4,2,0,0,0
28333,219,0,89.9254760325487,6,2,4,3,0,0,0,0
28334,4,0,98.64160232410492,8,25,3,1,0,0,0,0
28335,32,0,167.90792780897903,8,10,4,1,0,3,0,0
28336,28,1,136.812518179513,6,26,4,1,1,0,0,0
28337,52,0,122.78726583116813,5,16,4,3,1,3,0,0
28338,123,0,117.80282956302248,8,5,4,3,1,0,2,0
28339,174,1,115.34602632714603,3,24,4,2,0,0,0,0
28340,104,0,108.6191063388053,10,9,4,0,1,0,2,0
28341,103,0,116.01434445808235,5,15,4,1,0,0,2,0
28342,45,1,124.1,3,20,4,2,1,3,0,0
28343,138,0,95.5145678502535,8,24,3,1,0,0,0,0
28344,164,0,99.45,7,7,4,4,2,0,0,0
28345,81,0,134.291189642651,7,12,4,2,1,0,0,0
28346,35,0,114.80784983242792,3,24,4,1,0,0,0,0
28347,183,0,99.20120072274104,8,4,4,3,0,0,1,0
28348,76,1,72.41331435799206,11,16,4,3,1,0,0,0
28349,275,0,61.29653386905389,4,14,4,3,1,0,0,0
28350,159,0,119.85,5,26,4,2,0,0,0,0
28351,75,0,135.15,4,29,4,3,1,0,0,0
28352,76,0,103.2008300613617,8,18,3,0,1,0,0,0
28353,83,1,118.59450129567968,7,14,4,1,1,2,0,0
28354,165,0,99.49425815409795,7,5,3,2,2,0,0,0
28355,115,0,59.76660033218452,2,26,3,2,2,0,0,0
28356,33,0,170.36998059853005,9,8,4,1,1,2,0,0
28357,92,1,74.75192814092807,9,5,4,3,1,0,0,0
28358,71,0,138.29833184124632,6,26,4,2,0,3,0,0
28359,117,0,127.38002345878577,11,24,4,1,1,0,0,0
28360,55,1,90.62156664395133,7,7,4,3,0,0,0,0
28361,56,0,81.85575361983959,3,1,4,2,0,0,2,0
28362,13,1,130.26469821626085,3,1,4,4,0,1,0,0
28363,145,0,154.01939047248686,9,22,4,1,1,0,0,0
28364,96,1,73.08980854419464,11,27,4,1,0,0,0,0
28365,19,0,156.0,6,7,4,1,0,3,0,0
28366,18,0,145.0,9,5,4,1,0,2,0,0
28367,21,0,134.60230444912114,3,30,4,3,2,0,0,0
28368,26,0,121.4763883091013,9,18,4,2,1,0,0,0
28369,4,0,123.05727543850149,8,9,4,1,0,0,0,0
28370,62,0,80.19940089698156,3,3,4,2,1,0,0,0
28371,33,0,126.38171205329145,3,24,4,3,0,0,0,0
28372,108,0,93.97363606101594,4,7,4,2,2,0,2,0
28373,121,1,121.97069487746708,10,4,4,2,1,2,0,0
28374,26,0,128.87640538446752,3,21,4,3,0,0,2,0
28375,190,0,129.6097166513757,8,22,4,4,1,0,0,0
28376,248,0,112.8240074239656,10,17,4,2,0,0,0,0
28377,121,0,103.5575491220937,10,24,4,2,0,3,0,0
28378,65,0,105.3,5,23,4,1,1,0,0,0
28379,171,0,106.23502335080092,7,14,4,2,0,0,0,0
28380,10,0,93.4837415870063,2,9,4,1,0,0,0,0
28381,34,0,194.4075319114944,7,7,4,1,0,0,0,0
28382,65,0,123.88061555910242,7,28,4,2,0,2,0,0
28383,169,1,100.22313197186666,7,14,4,3,0,0,0,0
28384,114,0,190.58400347912277,6,17,4,4,3,2,0,0
28385,68,0,149.4,9,16,4,1,0,3,0,0
28386,43,0,74.8,11,24,4,2,2,0,3,0
28387,114,0,140.80720831525286,6,2,4,3,0,3,0,0
28388,56,0,112.33757858273083,4,21,4,2,1,3,0,0
28389,38,0,112.30784637162934,8,27,4,1,1,0,1,0
28390,206,1,165.63364309339119,8,4,4,1,0,3,0,0
28391,76,0,105.3,3,24,4,2,0,0,0,0
28392,88,0,132.3,10,17,4,3,1,3,0,0
28393,137,1,79.3725912681467,9,11,4,1,0,0,2,0
28394,34,0,213.19136344781523,6,24,4,0,1,4,0,0
28395,230,0,95.84591523012082,7,24,4,3,0,0,0,0
28396,37,0,115.19860598308416,6,26,4,1,1,0,0,0
28397,285,0,82.14227850672904,12,29,4,3,1,0,0,0
28398,8,0,102.28002194184741,4,17,4,0,1,0,0,0
28399,215,0,177.16666801058446,9,5,4,3,1,1,0,0
28400,148,0,106.31610230971059,6,28,4,5,2,0,0,0
28401,223,0,118.01021366883097,9,14,4,3,0,0,0,0
28402,5,0,99.25849340757722,8,17,4,8,1,0,0,0
28403,51,0,67.5,2,23,4,2,0,0,3,0
28404,162,2,121.5,7,26,4,0,0,0,0,0
